"Name","MOR01_LIVER_RAW","MOR02_LIVER_RAW","MOR03_LIVER_RAW","MOR04_LIVER_RAW","MOR13_LIVER_RAW","MOR14_LIVER_RAW","MOR01_TEL_RAW","MOR02_TEL_RAW","MOR03_TEL_RAW","MOR04_TEL_RAW","MOR13_TEL_RAW","MOR14_TEL_RAW","baseMean.Liver_vs_Telencephalon","log2FoldChange.Liver_vs_Telencephalon","lfcSE.Liver_vs_Telencephalon","stat.Liver_vs_Telencephalon","pvalue.Liver_vs_Telencephalon","padj.Liver_vs_Telencephalon","MOR01_LIVER_RAW.norm","MOR02_LIVER_RAW.norm","MOR03_LIVER_RAW.norm","MOR04_LIVER_RAW.norm","MOR13_LIVER_RAW.norm","MOR14_LIVER_RAW.norm","MOR01_TEL_RAW.norm","MOR02_TEL_RAW.norm","MOR03_TEL_RAW.norm","MOR04_TEL_RAW.norm","MOR13_TEL_RAW.norm","MOR14_TEL_RAW.norm","MOR01_LIVER_RAW.normtrans","MOR02_LIVER_RAW.normtrans","MOR03_LIVER_RAW.normtrans","MOR04_LIVER_RAW.normtrans","MOR13_LIVER_RAW.normtrans","MOR14_LIVER_RAW.normtrans","MOR01_TEL_RAW.normtrans","MOR02_TEL_RAW.normtrans","MOR03_TEL_RAW.normtrans","MOR04_TEL_RAW.normtrans","MOR13_TEL_RAW.normtrans","MOR14_TEL_RAW.normtrans"
"Malassezia restricta",0,0,492,0,0,0,0,389,0,0,0,0,58.3806318144434,8.50969387635926,2.990224962669,2.84583734755652,0.00442948137124293,0.0124311251386495,0,0,593.248237245994,0,0,0,0,107.319344527327,0,0,0,0,-4.74853319525648,-4.74853319525648,9.21267301415426,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,6.74676599242702,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Marasmius oreades",0,0,18,150,53,47,33,32,0,0,32,27,30.3130184784647,1.05738538428401,2.20652840299223,0.479207692432198,0.631790882342217,0.749264866512747,0,0,21.7042038016827,178.735797703614,15.6671021409404,27.4457456163207,89.2304097766503,8.82832654209376,0,0,15.169399549461,6.97523661081399,-4.74853319525648,-4.74853319525648,4.44483542283543,7.48228515284891,3.97649335131415,4.78241361754106,6.48066573960404,3.15422222210631,-4.74853319525648,-4.74853319525648,3.93014214486755,2.81750893239592
"Micromonospora sp. CA-111912",0,34,0,0,0,0,0,0,0,0,0,0,2.37009606094422,4.10960789347309,3.02955313552587,1.35650629305095,0.174938134455507,0.271815527070814,0,28.4411527313307,0,0,0,0,0,0,0,0,0,0,-4.74853319525648,4.83367469017551,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Mucilaginibacter ginkgonis",0,0,67,0,0,0,0,36,0,0,0,0,7.55997808884324,4.74066802794429,2.98250991954544,1.58948944205584,0.111949935814472,0.190973419918805,0,0,80.7878697062634,0,0,0,0,9.93186735985548,0,0,0,0,-4.74853319525648,-4.74853319525648,6.33739450718002,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,3.32281221148085,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Mycosarcoma maydis",0,0,23,0,0,0,0,42,0,0,0,0,3.27669399072068,3.13855380026852,2.98804568259519,1.05037008588925,0.293547993538227,0.425644590630429,0,0,27.7331493021501,0,0,0,0,11.5871785864981,0,0,0,0,-4.74853319525648,-4.74853319525648,4.79740217205522,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,3.54367663783063,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Nocardioides panacisoli",0,0,84,0,0,0,0,0,0,0,0,0,8.44052370065438,6.5399500278574,3.01197383776802,2.17131701007859,0.02990721736487,0.0650481977685923,0,0,101.286284407853,0,0,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,6.66335418139486,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Nocardioides scoriae",0,0,350,0,0,0,0,121,0,0,0,0,37.9506912308343,8.37961017862359,2.99264591293137,2.80006737262664,0.00510919419192258,0.0138906217092895,0,0,422.026185032719,0,0,0,0,33.382109737292,0,0,0,0,-4.74853319525648,-4.74853319525648,8.72144301103679,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.0642133043793,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Nocardioides sp. HDW12B",0,0,92,0,0,0,0,0,0,0,0,0,9.2443831007167,6.67099407370532,3.01160623280886,2.21509505493467,0.0267535407946635,0.0629069743009655,0,0,110.9325972086,0,0,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,6.79450665960507,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Ornithinimicrobium flavum",0,0,282,0,0,0,0,0,0,0,0,0,28.3360438521968,27.393892058475,3.07045701613883,8.92176373565505,4.58920419706004e-19,4.99075956430279e-18,0,0,340.032526226362,0,0,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,8.40984456358373,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Pantoea ananatis",0,0,0,0,0,0,0,308,0,0,0,0,7.08105358063771,-20.139531375452,3.10685611432247,-6.48228647686956,9.03428898737539e-11,3.74277686619838e-10,0,0,0,0,0,0,0,84.9726429676525,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,6.41018891184026,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Penicillium oxalicum",0,0,0,0,0,0,0,1551,0,0,0,0,35.6581626739256,-22.4013294134441,3.10677595752828,-7.21047469134735,5.57571597241198e-13,2.69492938666579e-12,0,0,0,0,0,0,0,427.897952087107,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,8.74137378092291,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Penicillium psychrofluorescens",0,0,0,0,0,0,0,220,0,0,0,0,5.05789541474122,-3.72184457667041,3.05248987418714,-1.21928154721939,0.222737349886597,0.328443210849727,0,0,0,0,0,0,0,60.6947449768946,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.92526657246964,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Pichia kudriavzevii",30,32,0,48,0,133,35,0,0,190,0,0,64.3304141660695,-0.795040060399919,2.82786678762596,-0.281144806353261,0.778599335993609,0.824391202808361,137.809362206707,26.7681437471348,0,57.1954552651564,0,77.6656205738436,94.6383133994776,0,0,377.888074800515,0,0,7.107308664548,4.74644677615652,-4.74853319525648,5.83970347005673,-4.74853319525648,6.28058527351379,6.56548598167942,-4.74853319525648,-4.74853319525648,8.56209918646053,-4.74853319525648,-4.74853319525648
"Plasmodium relictum",0,0,0,208,0,0,0,0,0,0,0,0,20.6539144013065,30,3.08592679732632,9.72155270371037,2.44031494047996e-22,7.07691332739188e-21,0,0,0,247.846972815678,0,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,7.95373881210449,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Plasmodium vivax",0,0,0,0,118,0,0,0,0,0,23,0,3.81537321811046,0.681233055266103,3.01664657436868,0.225824616332018,0.821337830514406,0.850671324461349,0,0,0,0,34.8814726911504,0,0,0,0,0,10.9030059261751,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.12746135736561,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,3.45644883552158,-4.74853319525648
"Podospora pseudopauciseta",0,0,163,0,51,0,0,92,0,0,0,0,19.7500794052627,6.03913780391999,2.97335870686007,2.03108282562296,0.0422465933435863,0.0835330368384547,0,0,196.543623315238,0,15.0758907393955,0,0,25.3814388085196,0,0,0,0,-4.74853319525648,-4.74853319525648,7.61925172059866,-4.74853319525648,3.92126497641987,-4.74853319525648,-4.74853319525648,4.6699216787553,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Psilocybe cubensis",0,0,0,42,0,0,0,51,0,0,0,0,5.34301406528948,0.990551585198711,3.02993519872421,0.326921706317611,0.743727103113616,0.824391202808361,0,0,0,50.0460233570119,0,0,0,14.0701454264619,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.64732593121872,-4.74853319525648,-4.74853319525648,-4.74853319525648,3.82216403531223,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Puccinia striiformis",0,0,0,0,493,130,0,88,0,0,187,156,31.2394015536768,-2.41186484506505,2.67920917203712,-0.900215209113814,0.368005733843383,0.485098467339005,0,0,0,0,145.733610480823,75.9137644706742,0,24.2778979907579,0,0,88.6461786171628,40.3013670847031,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,7.18792608767807,6.24770249829517,-4.74853319525648,4.60598270833855,-4.74853319525648,-4.74853319525648,6.47119663281583,5.33541657703571
"Purpureocillium takamizusanense",0,0,105,0,0,0,0,0,0,0,0,0,10.550654625818,25.2193203812116,3.07274111106607,8.20743416696824,2.25965284184331e-16,1.2286862327523e-15,0,0,126.607855509816,0,0,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,6.98507053645508,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Pyrenophora tritici-repentis",0,0,0,0,108,60,0,925,0,0,57,32,29.7869826579989,-7.57191761923673,2.87953874223329,-2.62955920966848,0.0085495642252368,0.021876826105753,0,0,0,0,31.9254156834258,35.0371220633881,0,255.193814107398,0,0,27.0204929474774,8.26694709429806,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,4.9999897878269,5.13387105612088,-4.74853319525648,7.99587007021136,-4.74853319525648,-4.74853319525648,4.75994637828348,3.06025187824364
"Rhizoctonia solani",0,0,15,27,0,0,0,127,0,0,0,0,7.10805842099895,2.44881922156294,2.98904685944798,0.819264245999538,0.41263566696717,0.521244687598979,0,0,18.0868365014022,32.1724435866505,0,0,0,35.0374209639346,0,0,0,0,-4.74853319525648,-4.74853319525648,4.18278455651369,5.01108417422889,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.13388333760088,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Rhodoferax sp. BAB1",0,0,78,0,0,0,0,0,0,0,0,0,7.83762915060764,6.43321099646239,3.01229867068658,2.13564845314495,0.0327080788831566,0.0694049478740152,0,0,94.0515498072917,0,0,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,6.55652040346576,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Rhodopseudomonas boonkerdii",0,0,0,0,0,0,0,501,0,0,0,0,11.518207285388,-20.8933966645059,3.10681754028956,-6.72501567715451,1.75573537945844e-11,8.03941989541497e-11,0,0,0,0,0,0,0,138.218487424655,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,7.11158305513658,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Rubrobacter xylanophilus",0,0,28,0,0,0,0,0,0,0,0,0,2.81350790021813,4.95917674491,3.02031707575079,1.64193911451408,0.100602622677372,0.175048563458627,0,0,33.7620948026175,0,0,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,5.08050652008633,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Serinicoccus hydrothermalis",0,0,544,0,0,0,0,79,0,0,0,0,56.4786834668041,9.15429702679401,2.99239933881959,3.05918294662006,0.00221941571180355,0.00689604167596104,0,0,655.949270450855,0,0,0,0,21.794931150794,0,0,0,0,-4.74853319525648,-4.74853319525648,9.35760405812181,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,4.45083308754205,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Sphaerotilus sulfidivorans",0,0,0,0,0,0,0,0,0,60,0,0,9.94442302106618,-6.72553631946481,3.02544031500614,-2.2229942154556,0.0262161900308563,0.0629069743009655,0,0,0,0,0,0,0,0,0,119.333076252794,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,6.89974923083054,-4.74853319525648,-4.74853319525648
"Sporisorium graminicola",0,0,0,0,386,252,0,176,0,0,139,133,34.1722572749636,-2.81354220207869,2.74290751248594,-1.02575175767729,0.305008610912026,0.435012281136824,0,0,0,0,114.10380049817,147.15591266623,0,48.5557959815157,0,0,65.8920792929713,34.3594988606763,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,6.83514327998045,7.20193084071314,-4.74853319525648,5.60377968752986,-4.74853319525648,-4.74853319525648,6.04366076773393,5.10575599782461
"Staphylococcus aureus",352,1933,1341,1357,5470,2769,598,5861,280,813,3411,6259,1616.96318322536,-8.70546884257624e-06,1.27807717694664,-6.81137962526944e-06,0.999994565305359,0.999994565305359,1616.96318322536,1616.96318322536,1616.96318322536,1616.96318322536,1616.96318322536,1616.96318322536,1616.96318322536,1616.96318322536,1616.96318322536,1616.96318322536,1616.96318322536,1616.96318322536,10.6591374951891,10.6591374951891,10.6591374951891,10.6591374951891,10.6591374951891,10.6591374951891,10.6591374951891,10.6591374951891,10.6591374951891,10.6591374951891,10.6591374951891,10.6591374951891
"Streptomyces huangiella",37,142,89,173,0,75,0,0,0,64,0,0,64.4408932034627,1.99801144970493,2.72202396023271,0.734016848820875,0.462938469335143,0.575366383316535,169.964880054938,118.783637877911,107.31522990832,206.141953351501,0,43.7964025792351,0,0,0,127.288614669647,0,0,7.40972418537978,6.8930955312866,6.74671071680971,7.68801489589673,-4.74853319525648,5.4551881915806,-4.74853319525648,-4.74853319525648,-4.74853319525648,6.99280246844008,-4.74853319525648,-4.74853319525648
"Streptomyces sp. NBC_01006",0,0,0,0,0,0,0,112,0,0,0,0,2.57492857477735,-3.00840854026739,3.07058917485366,-0.979749607959447,0.327209732083806,0.457783161724714,0,0,0,0,0,0,0,30.8991428973282,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,4.95296247732417,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Streptomyces sp. T12",0,0,0,0,56,0,0,141,0,0,0,0,4.62114442244654,-5.16957369435658,2.99693840993116,-1.72495159634439,0.0845361959522393,0.153026015188332,0,0,0,0,16.5539192432578,0,0,38.8998138261006,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,4.05556331665506,-4.74853319525648,-4.74853319525648,5.28444674109471,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Tardibacter chloracetimidivorans",0,0,1580,0,0,0,0,1142,0,0,0,0,185.017306801556,9.88497136241162,2.98144058344401,3.31550171326674,0.000914787803334157,0.00318346155560287,0,0,1905.1467781477,0,0,0,0,315.060903470971,0,0,0,0,-4.74853319525648,-4.74853319525648,10.8957427755891,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,8.29982755780968,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Thermothelomyces thermophilus",0,0,221,0,0,0,0,28,0,0,0,0,22.850348070416,8.18858914667929,2.99495610912542,2.73412659428605,0.006254599213301,0.0164893979259754,0,0,266.47939112066,0,0,0,0,7.72478572433204,0,0,0,0,-4.74853319525648,-4.74853319525648,8.0582828686467,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,2.9632908775004,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Tigrvirus phiE094",0,37,0,0,0,0,0,92,0,0,0,0,4.69434208467868,1.42260926742913,3.01739632812069,0.471469145160381,0.637305748528084,0.749264866512747,0,30.9506662076246,0,0,0,0,0,25.3814388085196,0,0,0,0,-4.74853319525648,4.95536035863199,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,4.6699216787553,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Toxoplasma gondii",0,22,0,0,366,172,28,129,14,275,180,200,91.9268412034424,-3.65406506515376,1.97269627464908,-1.85232015293575,0.0639798634813229,0.121005393975545,0,18.4030988261552,0,0,108.191686482721,100.439749915046,75.7106507195821,35.5891913728155,80.848159161268,546.94326615864,85.3278724657182,51.6684193393629,-4.74853319525648,4.20769181128513,-4.74853319525648,-4.74853319525648,6.75843743405311,6.65125461884688,6.24384105920283,5.15637855932357,6.33846975432214,9.09544361206848,6.41620229787101,5.69328604354679
"Trichoderma asperellum",0,0,206,0,40,0,0,0,0,0,0,0,21.684731887513,26.6642528079737,3.07107283936861,8.68239022733685,3.87537168168834e-18,3.37157336306885e-17,0,0,248.392554619257,0,11.8242280308984,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,7.95691015384604,-4.74853319525648,3.57270935357081,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Trichoderma breve",0,0,6554,0,0,0,0,54,0,0,0,0,659.803296921039,12.8704801200592,2.99214019638317,4.30142950374342,1.69699764781585e-05,6.41907805912953e-05,0,0,7902.74176201269,0,0,0,0,14.8978010397832,0,0,0,0,-4.74853319525648,-4.74853319525648,12.9481511329199,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,3.9042056149837,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Trichomonas vaginalis",0,0,0,29,0,0,0,0,0,0,0,0,2.879632296336,2.59025859829787,3.04832821023269,0.849730875304972,0.395474728554118,0.513526886331466,0,0,0,34.555587556032,0,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.11394834294842,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Tundrisphaera macrotermitis",0,0,67,0,0,0,0,0,0,0,0,0,6.73232247552195,6.21429764985667,3.013044047927,2.06246491953284,0.0391634941028991,0.0794382535379718,0,0,80.7878697062634,0,0,0,0,0,0,0,0,0,-4.74853319525648,-4.74853319525648,6.33739450718002,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Ustilaginoidea virens",0,0,495,0,0,0,0,121,0,0,0,0,52.5206428569638,8.88334013438894,2.99229944419797,2.96873367791236,0.00299029641032533,0.00867185958994347,0,0,596.865604546274,0,0,0,0,33.382109737292,0,0,0,0,-4.74853319525648,-4.74853319525648,9.22144212742557,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.0642133043793,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Vanrija pseudolonga",0,76,44,0,1113,565,70,150,0,0,479,268,108.544428756609,-0.669692225223967,2.04254403481125,-0.327871621766947,0.743008731282303,0.824391202808361,0,63.5743413994451,53.0547204041132,0,329.009144959749,329.932899430238,189.276626798955,41.3827806660645,0,0,227.066949505995,69.2356819147463,-4.74853319525648,5.99205961219899,5.73143024412731,-4.74853319525648,8.36231006567537,8.36635411182552,7.56491938668007,5.37354897777613,-4.74853319525648,-4.74853319525648,7.8274465203215,6.11499292466195
"Vibrio parahaemolyticus",0,0,0,0,1038,0,0,0,0,0,339,0,38.9616286565764,-0.244819968047168,2.96926866473693,-0.082451268541191,0.934287868396749,0.945151680819967,0,0,0,0,306.838717401814,0,0,0,0,0,160.700826477103,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,8.26168648112154,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,7.3289012437042,-4.74853319525648
"Xanthomonas phage vB_XooS_NR08",0,0,0,0,0,0,0,0,0,21,0,0,3.48054805737316,-5.20415074337718,3.03296349831718,-1.71586329550773,0.0861870660256124,0.153026015188332,0,0,0,0,0,0,0,0,0,41.766576688478,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.38684351930267,-4.74853319525648,-4.74853319525648
"Yamadazyma tenuis",0,0,0,0,0,0,0,311,0,0,0,0,7.15002488174781,-20.1495162378065,3.10685514219802,-6.48550232166639,8.8436637953199e-11,3.74277686619838e-10,0,0,0,0,0,0,0,85.8002985809738,0,0,0,0,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,6.42416097190428,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Zymoseptoria tritici",0,0,160,0,0,0,0,847,0,0,0,0,35.5500853480001,6.58085280123537,2.98892080275457,2.20174880350476,0.0276830572830065,0.0633796311479359,0,0,192.926256014957,0,0,0,0,233.674768161044,0,0,0,0,-4.74853319525648,-4.74853319525648,7.5924618952946,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,7.86881739063556,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
